13488	(a variant, seal type of U+5168 全) perfect, complete, absolute
13490	(a variant of 財) wealth; property; valuables, bribes
13491	(ancient form of 兩) two, a pair; a couple; both
13492	to come; to go out
13493	(same as 貌) manner; appearance; form; face; bearing
13494	(ancient form of 公) public; open to all
13495	(simple form of U+8208 興) to prosper, to begin, to increase; to rise; to raise, flourishing
13496	(same as U+9042 遂) to obey; to comply with; to follow the wishes of another, (an ancient form of U+6B72 歲) a year, age, the harvest
13497	(non-classical of 顛) to upset; to turn over, to fall, upside down
13499	(same as 冒) to go forward with eyes covered, to risk, to rush upon, to put forth, to issue forth
13500	average; equivalent; corresponding, to cover something carefully and tightly without a break; (Cant.) blocked
13501	a kind of cap for children
13502	a kind of wrapper used to cover over the face and head
13503	a kind of turban used in ancient time
13505	a net; net-like, radical 122
13506	(a variant of 寇) tyrannical; cruel, to rob; to plunder, banditti; thieves; highwaymen
13507	(standard form of U+8A6B 詫) to sacrifice by pouring out a libation of wine
13508	to plough; to till, black color
13509	frozen; cold
13512	sound of flying or speeding
13513	ice; icicles, cold; frost, crystallized
13514	cold, indifferent
13515	to freeze; to congeal; to curdle
13516	bitterly cold
13518	cold, cold air, bitterly cold
13519	bitterly cold
13520	to rain, cold; wintry
13521	cold
13523	thin ice
13524	(same as 謝) faded and fallen -- as blossoms; withered
13526	bitterly cold, cold wind; the north wind
13527	(non-classical of 潔) clean; pure; clear
13528	(same as U+738A 玊) jade with some defects, a lapidary, to polish gems; a surname
13529	(non-classical of 凶) cruel, unfortunate, sad
13530	a sickle, a reaping-hook, to gather in the harvest, to pare; to scrape
13531	(incorrect form of 功) merit; achievement; meritorious, efficacy; good results
13532	(corrupted form of 幼) young; immature; weak; delicate
13533	(same as 刑) a law, to punish; punishment
13534	to engrave, (interchangeable with U+5951 契) a written contract or agreement
13535	to peel, to pare, to trim, to split, (non-classical form) to open; to unroll; to spread out
13536	(same as 玷) a flaw; a defect, to cut with a sword; to chop
13537	(same as 弣) the middle part of a bow; the handle of a bow, try to dig and get something with a knife
13538	to cut the flesh from the bones; to scrape off; to pick out; to get rid of
13539	to sink into; to pierce, (ancient form of 割) to cut; to hack; to reap
13540	to strip the skin of the face; an imminent calamity, to engrave; (Cant.) to pierce
13541	(dial.) to kill; to slaughter
13542	to deliberate and plan; to arrange
13543	agricultural implements
13544	(same as 刺) to pierce; to stab; to irritate; to hurt
13545	horned hair
13546	(same as 朗) bright, clear, intelligent, light, brilliant, to understand, to illustrate, to cleanse
13548	(same as 刳) to cut open; to rip up; to cut out
13549	(same as U+97A8 鞨) to make ready the leather for shoes
13550	(same as 雕) to engrave; to carve; to tattoo
13551	(same as 劙) to divide, to partition, to cut; to hack; to reap
13552	(a variant of 劃) to rive; to divide; to mark; to cut
13553	to cut; to cut out; to pick out; to scoop out, (same as 鄃) name of a county in today's Shandong province
13554	to pare; to cut into slices
13555	use knife to split something
13556	to cut in two, to slash
13557	(same as 鍔) swords; a double-edged sword
13558	(same as 鍥) to carve; to engrave; to cut; to oppress, a sickle
13559	(same as 劓) to cut off the nose; cut off
13560	(same as 斲) to cut to pieces; to hack; to chop or hew, to carve for ornaments
13561	(same as 銳) a sharp-pointed weapon, acute; zealous; valiant, wound, minor injury
13562	castration, to pare; to scrape; to sharpen to a point
13563	(same as 剛) tough; unyielding; inflexible; hard
13564	an incised wound; cuts
13565	a kind of farm tool; iron spade; spade
13566	to wound the skin; to cut open; to open out, ripped
13568	(non-classical form) to brand criminals on the face, to rob; to plunder
13569	a kind of tool; a hook; a barb; a sickle
13570	to pare; to pare away; to scrape; to sharpen to a point; to shave; to brush away
13571	(same as 絕) to cut short; to break off; to interrupt, to drag; to pull
13572	thin, small cut
13573	to cut; to hack; to reap, minced meat mixed up with ginger and cassia
13574	to cut; to hack; to reap; to trim or clip, to stab; to pierce; to brand
13575	(same as U+93FA 鏺) a kind of farm tool; a reaping-hook; used to cut grass
13577	to dig; to excavate
13578	to cut; to hack; to reap, to strike; to attack, to chastise rebels
13579	cut into thin slices; to mince, sharp
13580	to cut off; to mince, to cut up firewood
13581	a hinged shear or long knife for cutting fodder; sheet-iron; etc., to cut up; to mince
13582	to cut apart; to divide
13583	(same as 剆) to cut open, to strike against; to clash together
13584	(corrupted form) to cut; to mince
13585	(same as U+34FC 㓼) an incised wound; cuts
13586	to cut; to cut out; to pick out; to scoop out, to cut short; to spare
13587	to stammer
13589	with purpose; with ambition; with the determination and courage to get ahead
13591	strong; healthy, to clasp under the arm, to persecute; to oppress, vigorous
13592	(same as 黜) to degrade; to dismiss, to reject; to dispel
13593	great strength; great power
13594	to exert oneself; to make strenuous effort
13596	(non-classical form of 勃) sudden; suddenly; quick; to change as the countenance
13597	strong resistance; lazy, reluctant
13598	vigorous; with great strength
13600	industry, sound of making strenuous efforts
13601	greatly; deeply, with great strength; vigorous
13602	to break something, to drag; to pull
13603	in ancient times to fight against the enemy by pushing down the big rocks from up high; to throw over, to urge; to exert oneself, to carry in the bosom
13604	to exert one's strength
13605	(non-classical form of 疲) full of anger; fierce anger, tired; weary; exhausted
13606	to encourage; to stimulate; to exhort to action; to encourage by rewards
13607	to incite; to urge, to aid; to help; to assist, to approve; to acquiesce
13608	name of a person
13609	hair ornaments used in old time
13610	to crawl; to crawl on hands and knees
13612	(ancient form of 卓) to establish, to surpass, eminent; lofty; profound
13613	(same as 匙) a spoon, a key
13614	a kind of animal which looks like a rat
13615	(same as 匴) a large basket for holding cooked rice, a kind of tray made of bamboo used in ancient time
13616	(ancient form of 恆) constant; regular; continually; persevering
13617	(same as 庾) a stack of grain, a measure of 16 dǒu
13619	(ancient form of 簋) a square basket of bamboo for holding grain used at sacrifices, feasts, etc.
13620	agricultural implement; farm tools, a big sacrificial vessel; a tripod of bronze with two ears; a caldron
13621	a kind of vessel
13622	a small cup, a box; a chest, a granary, cover of a vessel
13623	(ancient form of 陋) to secrete; to hide, a kind of basket
13624	(interchangeable 榹) a tray; a kind of dumbwaiter
13625	(standard form of 仂) a surplus or excess, a tithe, a great stock of merit
13626	(ancient form of 世) an age, a generation of thirty years, from generation to generation
13627	(same as 丕) great; distinguished
13628	(non-classical form of 榫) to fit into, a tenon, connected
13629	(non-classical form of 卣) a kind of wine pot or jar used in ancient time
13630	(same as U+7B44 筄) last name; KangXi radical 26; a joint, a seal, (ancient form of 節)
13631	a tally, like fitting the two halves of a tally, to petition the emperor that ..., to play music; to beat time
13633	(non-classical form of 卻) still; but; yet; etc., to refuse to accept, to retreat; to withdraw
13634	(ancient form of 吟) to hum; to intone, to moan, to sigh, high ridges of cliffs, pebble ground
13635	to fall over; rolling on the ground
13636	(same as 厎 砥) to apply knowledge to final causes; to extend knowledge to the utmost, equally; average, smooth
13637	big; extremely; great; vast; extensive; tall
13638	fine stone; fine jade
13639	rocks collapsing (descriptive of sound), big pieces of rocks
13640	(interchangeable 庡) to linger; to walk to and from, to conceal; to cover up; to secrete; to hide; to cover over
13641	to dig a hole; to tuck in; to put the finger into
13642	to slant; intricate; describe a writer's pen, lofty rocks; protruded rocks; resolute
13643	rock land
13644	to raise the curtain, a kind of rock
13645	(same as 堆) to heap up; to pile, a heap; a pile; a mass; a crowd
13646	caves; grottos on the mountain side, collapsed in ruins; destroyed; to clash; to bump against
13647	(corrupted form of 廚) a kitchen, a sideboard with cupboard and drawers
13648	inclined; slanting, to upset; to be overthrown, to collapse, to fall flat
13649	(non-classical variant of U+53A8 厨) a kitchen, a sideboard with cupboard and drawers
13650	a lofty peak; a mountain peak
13652	(non-classical form of 廳) a hall; a court; a lodge; a room
13653	(ancient form of 幻) deception; sleight of hand; magic
13654	(ancient form of 素) plain; unornamented, white, ordinary, simple
13655	(same as 誘) to induce; to entice; to mislead; to lead on
13656	(a variant of 參) to take part in; to visit; to counsel, one of the 28 lunar mansions; ginseng
13657	a wily rabbit; a cunning hare
13658	(ancient form of 爪) claws of birds or animals, feet, to scratch, to claw, to grasp
13659	(ancient form of 友) a friend; a companion; a associate, friendly, to make friends of, brotherly regard
13660	(ancient form of 史) history; chronicles; annals
13662	(same as U+5237 刷) a brush, to brush; to clean; to scrub, to print, especially from blocks
13663	(same as 喟) to sign; to lament, to stop, to cut off; to sever; to interrupt
13664	(same as 雙) a pair; a couple, both, two, double, even
13665	(same as U+58D1 壑) the bed of a torrent; a gully, a pool
13666	profound significance, just now; then; in that case
13667	a marsh at the foot of the hills, (interchangeable 湢 沇) name of a river
13668	a proud temper, military equipment; a long spear
13670	loud; clamour; hubbub, big mouth, to brag
13671	used to represent sound; to hum; to groan
13673	(non-classical form) sound of tapping; sound of striking, opposing voices
13674	birds' chirps; gabbling, sound in high pitch; to roar; aloud
13675	(same as 仿 方) to imitate, like; resembling; according to, a measurement for sound effect
13676	public opinion, (same as U+8A1F 訟) to go to law, to dispute, to demand justice; (Cant.) classifier for ears of corn
13677	(same as 咬) to bark as a dog, obscene expressions, an interjection; implying surprise
13678	to chew; to masticate, to dwell on, Chinese medicine term
13679	slow-tongued; to stammer, to shout in triumph; the noise of shouting in battle
13680	sound angrily; roaring with rage, (same as 嘛) (a dialect) what; the tone implying to remind
13681	to bark (said of a dog)
13682	to gag or bribe; to satisfy one's appetite; name of an old book; (Cant.) to guess, reckon mentally; to bud
13683	(of a crowd) noisy; to brawl; to scold
13686	(Cant.) an expletive, exclamation
13687	(corrupted form 咟) to call, to yell, anxious, dazed, image sound, an exclamation expressing sound (such as clap hands; to fire a gun; to strike; sound of firecracker etc.)
13688	sound of rolling a boat
13689	a buckler; a shield
13690	(corrupted form of 囂) looks big outside but empty inside, to yell; voice of anger, hubbub; clamour
13691	to refuse, to repel
13692	to brawl; to scold, noise from a crowd; hubbub; noisy; loud noise
13693	a phonetic
13696	sound
13697	(non-classical form of 吝) stingy, sparing of; closefisted, to regret, to shame; to insult
13698	(same as 詍) loquacity; to talk incessantly and tediously, to laugh, joy
13699	(interchangeable 吼) to roar of animals, angry tones, (interchangeable 詬) a sense of shame; to shame, to vomit
13700	sound of calling chickens, to curse; to swear
13701	sound of a whistle, to blow
13702	to condemn; to sentence, to hold a hearing (on a legal case); to interrogate or question a prisoner, to whisper
13703	the lips; (Cant.) to sip
13706	fathom
13711	angry, to scold with loud voice, to slander; to defame
13712	sound of calling ducks
13713	to shout at, (same as 欸) to backbite, to dislike, sound of oars; the creaking or swishing sound of oars or sweeps in rowing
13714	(non-classical form of 啼) to cry; to mourn; to howl, to twitter; to crow, to sneeze; a running at the nose
13715	(corrupted form) to shout; to scold with loud voice, din; noise; a confused noise
13716	silly, foolish; doting; idiotic
13717	to spit out; to blame, name of an organic compounds
13718	(standard form) to spit out; to blame, name of an organic compounds
13719	(corrupted form) high ridges of cliffs
13720	(same as U+5507 唇) to startle, to alarm; afraid; scared, to be surprised; to be amazed
13726	(simplified form of 喎) a wry mouth
13727	to deliver over to personally, to communicate orally with one's own mouth
13728	(same as 那 哪) an auxiliary (in grammar), that, there, a final particle.
13729	the birds singing during the night; (Cant.) interjection to indicate the speaker is thinking
13730	(same as 飺) to reject food
13731	(same as U+5485 咅) to spit out; (Cant.) the sound of spitting
13732	wrath; anger
13733	to spit; to vomit; (Cant.) to gnaw (on bones)
13734	loquacity
13735	can not see clear, (ancient form of 吻) lips
13736	Indistinct nasal utterance, laugh, sound of birds
13737	not pure, immodest, to urge, (same as 嗾) to set a dog on
13738	sound of surprising, to laugh loudly, to flow off, loquacious, sound; voice; tone
13739	(sound transcription) used in names for minority ethnic group in ancient China
13741	(same as 舔) to lick; to taste; (Cant.) even; in addition
13742	an interjection used in poems and songs
13750	(same as 捗) to swallow; to gulp, to be choked with food, (same as 諲) respectful; venerable
13751	bird singing, (same as 啼) to cry; to mourn; to howl, to twitter; to crow
13752	(same as 噱) to laugh heartily; to roar with laughter, (in Shanghai dialect) a promotional gimmick, tone (of one's speech)
13753	(non-classical form of噴) to spurt; to blow out; to puff out, to snort, sound of flowing water
13754	to blow; to breath; to puff
13755	whisper, bad language
13756	(same as 謀) to scheme; to plot; to devise, a device
13757	(corrupted form of 嘖) to call out; to make an uproar
13758	(same as 咢) to beat a drum; to startle, to argue; to debate; to dispute, (interchangeable 愕) to be surprised; to be amazed; to marvel, (interchangeable 鍔) the blade or edge of a sword, beams of a house
13759	a sound; a voice; a tone, an interjection; to hesitate; to harbour doubts
13760	(same as 呦 嚘) the bleating of the deer, sound of insects
13761	(same as 齶) the roof of the mouth, the palate
13762	to keep the mouth shut; to be careful how one speak, (non-classical form of U+7701 省) to examine; to watch; (Cant.) to scour
13763	(same as 吻) the lip, the tone of one's speech, to kiss; a kiss
13764	(non-classical form of 謾) to deceive; to insult
13765	(same as 胡) angry, the throat, what? how? why? which?
13766	sound of the ringed pheasant, cackling of fowls, (same as 嗝) to gag, to vomit, (a dialect) an auxiliary verb (almost same as 的)
13767	to swallow; to gulp, an auxiliary; usually at the end of a sentence to beg or request for something
13768	(same as 曼) long; extended, large
13769	incisive, (the large seal type 籀) to brand criminals on the face, to rob; to plunder, an edge, a two-edged weapon; a sword
13770	public opinion; clamour; noise, (ancient form of 雷); thunder, an organic compound (porphin); (porphyrins)
13771	(standard form of 喉) the throat; the gullet; guttural
13772	(non-classical form) to scold with loud voice, to talk out of control; loquacious
13773	(non-classical form) to gnaw; to bite; to masticate, sound of biting
13774	(Cant.) final particle indicating emphasis or surprise; phonetic
13778	(in grammar) interjection; to express sadness; sorrow and emotional excitement
13779	mouthful
13780	(a dialect) joy; happiness
13781	(same as 雊) the crowing of a pheasant, loud and noise
13782	(non-classical form of 啗) to eat; to chew; to bite. to entice; to lure, to contain; to, comprise
13783	to separate; to part, to split; to crack, to rend; to rip open
13784	to bite the hard and solid food
13785	to shout or bawl, talking manner of a mean person, (same as 謅) to jest; to joke; to quip
13786	vexingly verbose or wordy; prosy; complicated; annoying
13787	(same as 笑) to laugh; to smile, to laugh at; to ridicule
13788	(same as 嗅) to smell, to scent
13794	loquacious, the sound of singing, to sing in a loud voice, loud
13795	(same as 嚏) to sneeze; a running at the nose
13796	ashamed, restless; fidgeting; (a dialect) bashful, grievous; mournful; sad
13797	sound of striking, slow expiration of the breath, a deep sign
13798	a loud and confused noise
13799	to scold with loud voice, to talk out of control; loquacious
13800	to laugh; to smile, to laugh at; to ridicule, sound of laughter
13801	sound made when cold (brrr); to endure cold
13802	(corrupted form) mouthful
13803	to whisper; to talk in a soft and low voice
13804	thick lips, to talk slowly
13805	a sound; an echo
13808	used in transliteration; the traditional drama of Vietnam; (Cant.) all, entire, completely
13809	to suck; to chew, to smear the mouth with the blood of a victim when taking an oath
13810	to call; to summon; (Cant.) eloquent
13811	forgetful; having a bad memory, disgraced; shy; sensitive to shame; ashamed; (Cant.) to lower one's head
13812	dogs fighting, to go to law; an indictment
13813	breath, air, steam, not clear; not quite sure
13814	to expel the breath
13815	(simplified form) to eat; to bite; to gnaw, a dialect, usually used at the end of a sentence
13819	baby's answering, (baby talk) eat; (Cant.) a particle implying doubt; slow, troublesome
13820	eating or talking, moving of the mouth
13821	(standard form 響) an echo; to answer; to consent, noise; sound, to make a noise
13822	to give vent to the feelings; (Cant.) to hiss, boo, jeer
13823	to laugh loudly, to blame; to reprimand, entrance to a cave or to a gorge
13824	to sound, a sound, the cry of a bird or animal
13825	to call; to scream; to whistle, name of a stream
13826	ashamed; bashful
13829	(same as U+929C 銜 U+5563 啣) to hold in the mouth
13830	to laugh at; to deride; to jeer at, to snore
13832	able to take a correct view of things; to response correctly (said of small children), sound; echo
13833	to make sound; to speak; (Cant.) to tickle, squeeze
13834	the abrupt and hasty sound of the crowd
13835	sound; echo, difficult; troublesome
13836	(non-classical form of 噱) to laugh without stopping, loud laughter
13837	sound of rat; sound of insects
13838	(simplified form) the roars of a tiger
13840	loud; to roar
13841	to curse, to swear and oath, incantations
13843	prolix speech, (same as 讕) to make a false charge; to lay a false accusation
13844	eat, to bite, to gnaw, (a dialect) usually at the end of a sentence; tone (of one's speech)
13845	(non-classical form of 喊) (standard form of 婪) to call; to halloo, covetous; avaricious
13846	to make a disturbance; to quarrel; to wrangle
13847	whisper; to whistle
13849	to groan; to moan
13850	angry appearance; to look furious; the roaring of a tiger
13851	(non-classical form of 嵌) a deep valley, piece of music in minority group
13852	(non-classical form of 雔) a kind of silkworm, pair of birds; couple; companion; to match, corresponding, proper
13853	to take in; to absorb, (non-classical form of 罱) a kind of spring fishing net; a kind of small net with a handle used to catch fishes or birds
13854	sound of yelling while towing a boat; (Sanskrit) to call out
13856	to close; to stop up; to obstruct
13857	(same as 柙) a pen for wild beasts; a cage for prisoners
13858	a round cave; a round hole
13859	compasses, (same as U+5713 圓) round; circular
13860	circle of the moving water
13861	(same as 囮) to inveigle; to decoy, a decoy-bird; a go-between; a medium
13862	wall made of soil, used in name of places
13863	(same as 序) precedence, order, orderly, the east and west walls of the parlor
13864	deep; profound, empty; hollow, quite; peaceful
13865	to mate; to pair
13866	(same as 耗) to waste, to destroy, to diminish; hence it came to mean, a rat, heedless; careless; inattentive; rough and coarse
13867	(a variant of 阱) to fall into a well, a pit; a pitfall; a hole; a gully, to involve; to entrap
13868	(same as 坳) a hollow in the ground; a cavity, (same as 物) matter; substance, all living creatures, things in general, the affairs of this world, things or matters outside oneself, others, goods, the Tibetan classical text means Buddha
13869	(same as 坳) a hollow in the ground; a cavity, undulating
13872	(interchangeable 斟) name of a old country; used in name of a place
13873	(same as 坍) to fall into ruins; to collapse
13874	a cove; a bay, a bend or nook in the hills, the outside part of a curved bank; the curve of a bow
13875	(same as 丘) a hillock or mound
13876	(same as 坐) to sit, a seat
13877	name of a place; in Fujian Province
13878	(ancient form of 桀) a hen-roost, cruel, the last ruler of the Xia Dynasty
13879	(same as 艾) Mugwort, artemisia or any plant which produces moxa punk, general name for plants like mint
13880	(same as 葬) to bury, (ancient form of 坐) to sit, a seat
13881	(non-classical form of 垐) to spread soil on the road, pave the road with soil, (ancient form of 堲) sickness; illness; disease
13882	cultivated land; to till lands, a clod of earth
13883	to stop up; to close against; to restrain, to dam a stream and change its direction, to conceal a mound
13885	to cultivate, plant; to care for plants
13887	(same as 涅) to fill up, as a hole, black mud; slime, to stop up; to block; to cork
13888	a vegetable-plot, to plough; to till lands, among dikes and fields
13889	dust; dirt; a smear, (same as 牧) name of a place in old times
13890	wall; fence, (interchangeable with 兑) a hole
13891	a cavity; hole of a mound or an altar of earth
13892	below; under; low, (same as 陛) the steps to the throne, to ascend steps
13893	(same as 堡) a walled village, an earth-work; a petty military station, subdivision of a township; a ward in a city
13895	place trampled by cattle and horses
13896	name of a place in Shanxi province
13897	(same as 腆) prosperous; affluence, good; virtuous, to make strong -- as liquors
13898	(same as 場) an area of level ground; an open space, a threshing floor, arena for drill, etc. a place, to pile a sand-hills
13900	(a simplified form)
13901	name of a place in today's Guangdong Province
13902	breach of a tank; pond, (a dialect) to cover up; to conceal; to hide; to bury
13903	caverns; a grotto, a cellar, a cave-dwelling, to make a cave -- for dwelling
13904	to move, to hang down; to let fall, (same as 垛) a target, a battlement, to add up; to pile up
13905	(same as 宇) the canopy of heaven; space, to cover; to shelter
13906	(same as 野) wild; uncultivated; a wilderness, rustic, savage
13907	earth; land; soil; ground; territory, opium
13908	(non-classical form of 韓) a fence, name of a star, a small feudal State, old name for Korea
13909	(same as 塊) a lump, a piece of, a fraction
13911	(same as 塊) a lump of earth; a lump, rugged; uneven
13912	used in naming a place
13913	to smear; to daub, to erase; to blot out, mud, mire, to plaster a wall with mud
13914	red colored hard and solid mud (soil; clay; earth)
13915	a person's name in old times
13916	(ancient and corrupted form of U+81FA 臺) a lookout, a tower, a terrace, a platform, a stage
13917	a dike; a barrier; an embankment
13918	a small mountain; a hill
13919	(a dialect) low-lying (ground) on the side of a river or lake, (a variant 塱) name of a place in Guangdong
13920	dust; dirt; a smear, (same as 曀) the sun hidden by clouds, obscure
13921	a kind of edible mushroom
13922	(same as 墁 鏝) a trowel; a plaster; a trowel for plastering
13923	to pile a sand-hills
13924	(same as 罅) a crack in earthenware, a split; rip or break apart; thus -- a grudge
13925	muddy
13927	(same as 塯) earthenware; a kind of rice container
13928	(same as 畿) the royal domains set apart in ancient times for the emperor
13929	an enclosing wall
13930	dark; the sun hidden by clouds, obscure
13931	a fountain or spring out from the underground
13932	(ancient form of 垠) a bank; a boundary
13934	a tower, pagoda
13935	(same as 藝) skill, ability in handicraft, a craft, an art, a calling, a trade, an accomplishment
13936	name of a place in ancient times
13937	earthenware used to bake cakes in Northern China
13938	(same as 壅) to stop up; to obstruct
13939	ruggedness of the road; difficulties of the way; bad luck, unable to reach one's aim
13940	to conceal; to hide, to shade; to darken
13941	(ancient form of 臺) a lookout, a tower, a terrace, a platform; a stage
13942	(large seal type of 堂) a hall; a reception room; a meeting-place, a court of justice
13943	low-lying area, to accumulate soil; to store up soil
13944	(non-classical form 墣) a clod of earth; a lump of earth; a lump
13945	a damp; a marsh, (interchangeable 夢)
13946	(same as 逵 馗) cross-road; a thorough-fare; a center from which nine roads lead out, to accumulate soil, to store up soil
13947	(non-classical form of 廛) living space for one family in ancient times, ground allotted to a retainer, a shop; a market place
13948	(same as 壘) a military wall, a rampart, to pile up, a pile
13950	(same as 嶨) hills with lots of big rocks
13952	lofty, dangerous; critical, (same as 虧) to destroy; to injure; to damage
13953	the long tail feathers which curl up; to elevate; to raise the head; warped, (interchangeable 翹) long tail feathers, to raise, outstanding
13954	dust; dirt, a cellar, a caverns
13955	to take a hint; a group of Chinese characters the construction of which suggests the meaning, the fate; good luck or bad are in the pot; don't expose; or leak out
13957	to worship of God, to praise; many; much
13958	to do something in an old way; use the old method; to go to the old road
13959	draw the feet up; to refuse to advance, to summarize; to gather; to collect, name of an old country, (same as U+9350 鍐) a headstall; ornament on a bridle; (Cant.) to jump up
